method,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,sample0,sample1,sample2,sample3,algorithm,gpu
cudnn,1024,3,3,64,3,1,342,342,8,35,0.057481,0.000663,0.055712,7032.351224,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,1,1,2048,2048,5,18,1.967415,0.004361,1.957664,7367.796744,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,1,1,2048,2048,5,18,1.647036,0.005349,1.637152,8800.967841,432.000000,0.549762,1.097275,0.000401,1941.765119,0.086884,-0.184376,0.177165,0.395323,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,1,1,2048,2048,5,18,1.338940,0.002138,1.335264,10826.108542,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,2,1,1024,1024,5,18,0.599387,0.001037,0.596960,6045.978004,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,2,1,1024,1024,5,18,0.365239,0.001541,0.363328,9921.934758,108.000000,0.098071,0.267168,0.000344,-1827.796668,0.086884,0.177165,-0.042251,-0.158736,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,2,1,1024,1024,5,18,0.351244,0.001045,0.349920,10317.255339,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,3,1,683,683,5,18,0.455854,0.000925,0.453664,3536.626184,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,3,1,683,683,5,18,0.167719,0.002110,0.165856,9612.416712,48.046886,0.058151,0.109568,0.000334,-1053.178133,0.086884,0.395323,-0.158736,0.221102,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,3,1,683,683,5,18,0.193170,0.001191,0.190304,8345.953478,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,1,1,4096,4096,3,8,7.764796,0.056878,7.678144,7467.299638,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,1,1,4096,4096,3,8,5.857240,0.009127,5.835648,9899.211724,1728.000000,1.610964,4.246276,0.000376,4269.510262,-0.131442,0.277676,-0.054544,0.035257,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,1,1,4096,4096,3,8,5.285844,0.006370,5.274752,10969.309383,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,2,1,2048,2048,3,8,2.241488,0.001799,2.239360,6466.915892,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,2,1,2048,2048,3,8,1.888992,0.004856,1.881024,7673.677038,432.000000,0.802004,1.086988,0.000373,-2059.034283,-0.131442,-0.054544,0.033799,-0.251476,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,2,1,2048,2048,3,8,1.349968,0.001568,1.347520,10737.672753,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,3,1,1366,1366,3,8,2.499548,0.003466,2.492032,2579.964044,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,3,1,1366,1366,3,8,0.840140,0.004363,0.834240,7675.796815,192.187546,0.361700,0.478440,0.000336,-169.572183,-0.131442,0.035257,-0.251476,0.027618,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,3,1,1366,1366,3,8,0.717212,0.000914,0.715616,8991.405626,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,1,1,256,256,8,80,0.071293,0.001384,0.070368,6353.864984,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,1,1,256,256,8,80,0.027725,0.000356,0.026720,16338.379192,6.750000,0.007221,0.020504,0.000321,-628.046555,-0.118846,-0.256600,0.327442,0.128458,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,1,1,256,256,8,80,0.054283,0.002080,0.053344,8344.843941,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,2,1,128,128,8,80,0.021684,0.000598,0.020608,5222.473670,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,2,1,128,128,8,80,0.012952,0.001013,0.011360,8743.530577,1.687500,0.003579,0.009373,0.000316,-483.380751,-0.118846,0.327442,0.097290,-0.189341,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,2,1,128,128,8,80,0.024031,0.002085,0.015968,4712.465817,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,3,1,86,86,8,80,0.017519,0.000921,0.016416,2918.073843,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,3,1,86,86,8,80,0.010104,0.000955,0.008448,5059.296101,0.761765,0.003098,0.007007,0.000304,-4.933799,-0.118846,0.128458,-0.189341,0.005840,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,3,1,86,86,8,80,0.018232,0.000906,0.016512,2803.863021,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,1,1,512,512,8,60,0.297276,0.000911,0.295712,6095.147142,0.000000,0.000000,0.000000,0.000000,-522.630456,0.164891,0.166641,-0.112346,-0.165631,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,1,1,512,512,8,60,0.117589,0.001098,0.115488,15409.114726,27.000000,0.021378,0.096211,0.000322,-522.943667,0.164898,0.166720,-0.112369,-0.165640,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,1,1,512,512,8,60,0.185092,0.020221,0.169856,9789.384228,0.000000,0.000000,0.000000,0.000000,-522.630456,0.164891,0.166641,-0.112346,-0.165631,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,2,1,256,256,8,60,0.089562,0.000968,0.088128,5057.801860,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,2,1,256,256,8,60,0.027803,0.000357,0.027392,16292.855545,6.750000,0.007323,0.020480,0.000317,-122.472924,0.164898,-0.112369,-0.175448,-0.085322,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,2,1,256,256,8,60,0.057373,0.001028,0.055296,7895.463248,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,3,1,171,171,8,60,0.057164,0.000951,0.055584,3535.699641,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,3,1,171,171,8,60,0.017428,0.000262,0.016896,11597.250672,3.011730,0.005126,0.012301,0.000316,-986.256221,0.164898,-0.165640,-0.085322,-0.044290,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,3,1,171,171,8,60,0.035187,0.000304,0.034688,5743.957860,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,1,1,1024,1024,8,35,1.007614,0.022957,0.985792,7192.988626,0.000000,0.000000,0.000000,0.000000,-1971.779122,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,1,1,1024,1024,8,35,0.529837,0.003182,0.525024,13679.225849,108.000000,0.077338,0.452499,0.000183,-1971.777492,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,1,1,1024,1024,8,35,0.561745,0.001511,0.559008,12902.211088,16.017593,0.000000,0.000000,0.000378,-1971.966329,-0.108637,0.069395,0.226364,0.145768,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,2,1,512,512,8,35,0.368461,0.001423,0.365472,4917.590496,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,2,1,512,512,8,35,0.125275,0.001181,0.123104,14463.750499,27.000000,0.025449,0.099825,0.000374,-268.022269,-0.108637,0.226364,0.074021,-0.051359,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,2,1,512,512,8,35,0.180185,0.000840,0.177984,10056.011953,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,3,1,342,342,8,35,0.228624,0.000681,0.227552,3536.185107,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,3,1,342,342,8,35,0.045678,0.000968,0.043840,17699.116102,12.046921,0.011304,0.034373,0.000358,356.408602,-0.108637,0.145768,-0.051359,0.043989,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,3,1,342,342,8,35,0.102896,0.000550,0.101760,7856.977695,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,1,1,2048,2048,5,18,3.992427,0.074080,3.860128,7261.505823,0.000000,0.000000,0.000000,0.000000,300.090623,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,1,1,2048,2048,5,18,2.439364,0.008381,2.418528,11884.669254,432.000000,0.561068,1.878295,0.000196,300.093804,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,1,1,2048,2048,5,18,2.176699,0.045256,2.117632,13318.806883,64.017593,0.000000,0.000000,0.000402,299.962667,0.353953,0.033591,-0.171381,-0.164248,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,2,1,1024,1024,5,18,1.071435,0.000921,1.069728,6764.534987,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,2,1,1024,1024,5,18,0.556302,0.001877,0.551424,13028.452982,108.000000,0.098436,0.457867,0.000239,175.812065,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,2,1,1024,1024,5,18,0.684414,0.001358,0.681920,10589.723376,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,3,1,683,683,5,18,0.908763,0.000887,0.907712,3548.090274,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,3,1,683,683,5,18,0.260404,0.001611,0.256896,12382.211536,48.046886,0.062555,0.197849,0.000374,2529.598653,0.353953,-0.164248,-0.259395,-0.016439,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,3,1,683,683,5,18,0.366668,0.000709,0.364576,8793.699092,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,128,2,1,2048,2048,3,8,4.150576,0.022512,4.131232,6984.820628,0.000000,0.000000,0.000000,0.000000,-2053.924000,0.050057,-0.220377,0.082393,0.216873,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,128,2,1,2048,2048,3,8,2.684340,0.001929,2.681920,10800.058459,432.000000,0.804400,1.879940,0.000243,-2053.929418,0.050057,-0.220377,0.082393,0.216873,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,128,2,1,2048,2048,3,8,2.674972,0.014371,2.664416,10837.881396,0.000000,0.000000,0.000000,0.000000,-2053.924000,0.050057,-0.220377,0.082393,0.216873,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,128,3,1,1366,1366,3,8,3.839132,0.007453,3.825536,3359.480173,0.000000,0.000000,0.000000,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,128,3,1,1366,1366,3,8,1.194924,0.002282,1.192736,10793.563226,192.187546,0.362932,0.831992,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,128,3,1,1366,1366,3,8,1.413520,0.002464,1.409952,9124.375785,0.000000,0.000000,0.000000,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
